eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,location,summary,alternative_txt,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,weaptype1,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill
1.99E+11,1994,1,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Military,Patrol,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,1,20,603,United Kingdom,Western Europe,Northern Ireland,Coleraine,55.129345,-6.663439,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Department Store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,1,20,603,United Kingdom,Western Europe,Northern Ireland,Limavady,55.050852,-6.950535,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,1,22,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Hostage Taking (Barricade Incident),Military,Military Unit/Patrol/Convoy,Military,Patrol,Northern Ireland,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Rocket,0
1.99E+11,1994,1,22,96,Ireland,Western Europe,Louth,Dundalk,53.993847,-6.396594,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,unknown,department store,Ireland,Protestant extremists,8,Incendiary,,Incendiary,
1.99E+11,1994,1,22,96,Ireland,Western Europe,Louth,Dundalk,53.993847,-6.396594,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,unknown,department store,Ireland,Protestant extremists,8,Incendiary,,Incendiary,
1.99E+11,1994,1,23,603,United Kingdom,Western Europe,Northern Ireland,Dungannon,54.50853,-6.763131,,,,1,0,Bombing/Explosion,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",Government,Street,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,1,24,603,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,,,,0,0,Assassination,Private Citizens & Property,Unnamed Civilian/Unspecified,Unknown,Mother and Son,Great Britain,Unknown,6,Explosives,Letter Bomb,Letter bomb,0
1.99E+11,1994,1,24,96,Ireland,Western Europe,Dublin,Dublin,53.361675,-6.245485,,,,0,0,Armed Assault,Educational Institution,School/University/Educational Building,Trinity College,library,Ireland,Protestant extremists,8,Incendiary,,Incendiary,
1.99E+11,1994,1,27,603,United Kingdom,Western Europe,Northern Ireland,Ballymena,54.863117,-6.278343,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,30 year old Catholic male,Great Britain,Ulster Freedom Fighters (UFF),5,Firearms,Handgun,Pistol,1
1.99E+11,1994,1,27,603,United Kingdom,Western Europe,Northern Ireland,Donaghadee,54.64058,-5.534846,,,Other Crime Type,1,0,Assassination,Private Citizens & Property,Unnamed Civilian/Unspecified,Unknown,Male,Great Britain,Unknown,5,Firearms,Handgun,Pistol,1
1.99E+11,1994,1,27,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,51 year old Catholic Male,Great Britain,Ulster Freedom Fighters (UFF),5,Firearms,Handgun,Pistol,1
1.99E+11,1994,1,27,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,,,,1,0,Bombing/Explosion,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",Government,a central street,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,2,1,603,United Kingdom,Western Europe,Northern Ireland,Newry,54.183052,-6.341388,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,Military Checkpoint,Military,Check point-Belfast to Dublin,Great Britain,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar,0
1.99E+11,1994,2,1,603,United Kingdom,Western Europe,Northern Ireland,Portadown,54.42071,-6.443767,,,,0,0,Assassination,Police,Police Security Forces/Officers,Police,Policeman,Great Britain,Unknown,6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,2,3,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Transportation,Bus (excluding tourists),Unknown,Bus carrying relatives of Irish nationalist prisoners,Great Britain,Ulster Volunteer Force (UVF),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0
1.99E+11,1994,2,4,603,United Kingdom,Western Europe,Northern Ireland,Newtownards,54.595016,-5.703109,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,Catholic Taxi driver Joseph Mark Sweeny,Great Britain,Ulster Volunteer Force (UVF),5,Firearms,Handgun,Pistol,1
1.99E+11,1994,2,4,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Bombing/Explosion,Private Citizens & Property,Political Party Member/Rally,Sinn Fein,Persons entering gate to building,Great Britain,Unknown,6,Explosives,Grenade,Grenade,0
1.99E+11,1994,2,5,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Wholesale store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,5,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Supermarket,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,5,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Supermarket,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,6,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Military,Military Landrover,Great Britain,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Rocket,0
1.99E+11,1994,2,7,603,United Kingdom,Western Europe,Northern Ireland,Craigavon,54.446968,-6.39292,,,,0,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,Unknown,Catholic Female (name unk),Great Britain,Ulster Freedom Fighters (UFF),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,2,8,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Religion Identified,Unknown,Residence of Catholic Male,Great Britain,Ulster Freedom Fighters (UFF),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0
1.99E+11,1994,2,10,96,Ireland,Western Europe,Louth,Drogheda,53.716084,-6.350156,,,Intra/Inter-group Conflict,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Irish National Liberation Army,Dominic McGlinchey,Ireland,Unknown,5,Firearms,Handgun,Pistol,1
1.99E+11,1994,2,10,96,Ireland,Western Europe,Louth,Drogheda,53.716084,-6.350156,,,,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,ex INLA leader,"Dominicv McGlinchy, 42, Catholic",Ireland,Unknown,5,Firearms,Unknown Gun Type,Firearm,1
1.99E+11,1994,2,11,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Assassination,Abortion Related,Personnel,Unknown,"Catholic Male Finbar Tracey, actual target apparently=Dr.Terrance Tracey, *",Great Britain,Ulster Freedom Fighters (UFF),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,2,11,603,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,British Army,Base,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,2,12,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Sinn Fein,Headquarters,Great Britain,Ulster Freedom Fighters (UFF),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Rocket,0
1.99E+11,1994,2,12,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,Protestant Male,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,2,12,603,United Kingdom,Western Europe,Northern Ireland,Cookstown,54.645861,-6.745149,,,,0,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Police,Patrol vehicle,Great Britain,Unknown,6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,2,13,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Other Crime Type,0,0,Assassination,Private Citizens & Property,Unnamed Civilian/Unspecified,Unknown,father and son. neither hit,Great Britain,Unknown,5,Firearms,Handgun,Pistol,0
1.99E+11,1994,2,14,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,elderly Catholic woman,Great Britain,Ulster Freedom Fighters (UFF),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,2,15,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,Unknown,House in Catholic area,Great Britain,Ulster Freedom Fighters (UFF),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,2,16,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,military,police-army patrol,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,2,17,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Police,Land Rover vehicle,Great Britain,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Rocket,1
1.99E+11,1994,2,17,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,0,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",U.K. Military,soldier,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,2,17,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Sean McParland, 55, Catholic",Northern Ireland,Red Hand Commandos,5,Firearms,Unknown Gun Type,Firearm,1
1.99E+11,1994,2,18,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Sinn Fein,Belfast Headquarters,Great Britain,Ulster Freedom Fighters (UFF),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,2,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Restaurant/Bar/Cafe,Unknown,Restaurant,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Restaurant/Bar/Cafe,Unknown,Restaurant,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Restaurant/Bar/Cafe,Unknown,Pub,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,21,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Dunnes Department store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,21,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Anderson and McAuley Department store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,21,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Top Shop Fashion Outlet,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,21,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Co-op store,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.99E+11,1994,2,24,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,Doorman at pub,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,1
1.99E+11,1994,3,10,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,Off duty policeman Jackie Hagan,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,1
1.99E+11,1994,3,11,603,United Kingdom,Western Europe,Northern Ireland,Portadown,54.42071,-6.443767,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,Catholic male,Great Britain,Ulster Volunteer Force (UVF),6,Explosives,Unknown Explosive Type,Explosive,1
1.99E+11,1994,3,19,603,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,,,,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Police,Helicopter,Great Britain,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Missile,0
1.99E+11,1994,3,21,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Hostage Taking (Barricade Incident),Military,Military Unit/Patrol/Convoy,British Army,Patrol,Great Britain,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar,0
1.99E+11,1994,3,24,603,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,,,,1,0,Unknown,Government (General),Politician or Political Party Movement/Meeting/Rally,Social Democrat and Labor Party,Councillor John Fee,Great Britain,Irish Republican Army (IRA),13,Unknown,,,0
1.99E+11,1994,3,30,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Assassination,Private Citizens & Property,Unnamed Civilian/Unspecified,Unknown,"Couple, name not given",Great Britain,Ulster Freedom Fighters (UFF),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,3,31,603,United Kingdom,Western Europe,Northern Ireland,Garvagh,54.981084,-6.682382,,,,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Royal Ulster Constabulary,Security Base,Great Britain,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar,0
1.99E+11,1994,3,31,603,United Kingdom,Western Europe,Northern Ireland,Antrim,54.713382,-6.216761,,,,0,0,Assassination,Private Citizens & Property,Unnamed Civilian/Unspecified,Unknown,32 year old male,Great Britain,Ulster Volunteer Force (UVF),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,3,31,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,2 Catholic Workmen,Great Britain,Ulster Freedom Fighters (UFF),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,6,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Business,,Unknown,Taxi Depot,Great Britain,Protestant extremists,5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,6,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Named Civilian,Unknown,Margaret Wright*,Great Britain,Protestant extremists,5,Firearms,Handgun,Pistol,1
1.99E+11,1994,4,9,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Police,Security Patrol,Great Britain,Irish Republican Army (IRA),6,Explosives,Grenade,Grenade - not detonated,0
1.99E+11,1994,4,9,603,United Kingdom,Western Europe,Northern Ireland,Unknown,54.787715,-6.492314,,,Insurgency/Guerilla Action,1,0,Armed Assault,Military,Military Checkpoint,U.K. Military,"Checkpoint, near border with Irish Republic",Great Britain,Irish Republican Army (IRA),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0
1.99E+11,1994,4,9,603,United Kingdom,Western Europe,Northern Ireland,Unknown,54.787715,-6.492314,,,Insurgency/Guerilla Action,1,0,Armed Assault,Military,Military Checkpoint,U.K. Military,"Checkpoint, near border with Irish Republic",Great Britain,Irish Republican Army (IRA),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0
1.99E+11,1994,4,9,603,United Kingdom,Western Europe,Northern Ireland,Aughnacloy,54.414416,-6.976641,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,Military Checkpoint,Military,Army checkpoint,Great Britain,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar,0
1.99E+11,1994,4,9,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police,Station,Great Britain,Irish Republican Army (IRA),6,Explosives,Other Explosive Type,Explosive in coffee jar,0
1.99E+11,1994,4,9,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police,Police Barracks,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,4,10,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,Unknown,"Residence, Catholic Family",Great Britain,Ulster Freedom Fighters (UFF),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,4,10,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,Unknown,"Residence, Catholic Family",Great Britain,Ulster Freedom Fighters (UFF),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,4,10,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,,residence,Great Britain,Ulster Freedom Fighters (UFF),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,4,10,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,,Residence,Great Britain,Unknown,6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,4,11,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Intra/Inter-group Conflict,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Ulster Volunteer Force,Member Ian Hamilton,Great Britain,Ulster Volunteer Force (UVF),5,Firearms,Handgun,Pistol,1
1.99E+11,1994,4,12,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,Unknown,"Resodence, Brompton Park Area",Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Explosive,0
1.99E+11,1994,4,13,603,United Kingdom,Western Europe,Northern Ireland,Newry,54.183052,-6.341388,,,,0,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police,Police Station,Great Britain,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar,0
1.99E+11,1994,4,13,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,Catholic Father and son,Great Britain,Protestant extremists,5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,14,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Sinn Fein,Wife of Sinn Fein Politician,Great Britain,Ulster Freedom Fighters (UFF),5,Firearms,Handgun,Pistol,1
1.99E+11,1994,4,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Business,Retail/Grocery/Bakery,Video Store,Catholic Sales Assistant*,Great Britain,Ulster Volunteer Force (UVF),5,Firearms,Handgun,Pistol,1
1.99E+11,1994,4,20,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,,,,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,RUC mobile patrol,"Gregory Pollock, 23, Protestant",Northern Ireland,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar,1
1.99E+11,1994,4,24,603,United Kingdom,Western Europe,Northern Ireland,Garvagh,54.981084,-6.682382,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,Protestant Male*,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,2
1.99E+11,1994,4,24,603,United Kingdom,Western Europe,Northern Ireland,Garvagh,54.981084,-6.682382,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,"Protestant Male, Alan Smith*",Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,1
1.99E+11,1994,4,25,603,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,,,,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police,Police and Military Post,Great Britain,Irish Republican Army (IRA),6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Mortar,0
1.99E+11,1994,4,25,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,alleged criminal,"Francis Rice, 23, Catholic",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.99E+11,1994,4,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,Male name unknown,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,Male name unknown,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,Male name unknown,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,Male name unknown,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,Male name unknown,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,Male name unknown,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,Male name unknown,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,Male name unknown,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
1.99E+11,1994,4,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,Male name unknown,Great Britain,Irish Republican Army (IRA),5,Firearms,Handgun,Pistol,0
